customer_id,snapshot_date,recency_days,frequency_12m,monetary_12m,avg_order_value,discount_order_share,email_engagement_rate,digital_order_share,return_rate,tenure_days,synthetic_profile_truth,marketing_consent,region
C000227,2026-08-31,2,15,2660.92,149.07,0.0861,0.7049,0.668,0.0092,1492,champions,1,WEST
C000228,2026-08-31,8,12,715.82,64.2,0.674,0.2649,0.9142,0.0881,513,deal_seekers,1,MIDWEST
C000229,2026-08-31,24,8,609.41,67.51,0.6233,0.544,0.6151,0.0639,1104,deal_seekers,1,SOUTH
C000230,2026-08-31,5,16,1415.89,89.5,0.0644,0.8744,0.6899,0.0257,910,champions,1,NORTHEAST
C000231,2026-08-31,18,21,1776.26,91.98,0.0715,0.5501,0.6275,0.154,1028,loyal,1,MIDWEST
C000232,2026-08-31,49,11,647.15,60.37,0.5307,0.7352,0.7864,0.0664,542,growth,0,SOUTH
C000233,2026-08-31,130,1,55.17,44.6,0.2799,0.2934,0.5288,0.0286,1331,dormant,1,WEST
C000234,2026-08-31,39,5,288.57,60.0,0.5847,0.4713,0.8379,0.0713,674,deal_seekers,1,WEST
C000235,2026-08-31,521,2,120.3,53.14,0.2618,0.0389,0.2991,0.0167,851,dormant,1,WEST
C000236,2026-08-31,263,4,286.13,67.03,0.326,0.0693,0.4202,0.2036,1051,at_risk,1,MIDWEST
C000237,2026-08-31,82,5,235.55,57.27,0.4172,0.3357,0.9605,0.0732,459,growth,1,SOUTH
C000238,2026-08-31,50,2,93.62,49.23,0.315,0.3202,0.3669,0.0606,1905,at_risk,1,SOUTH
C000239,2026-08-31,5,8,929.48,100.03,0.0451,0.5852,0.8625,0.0085,1429,champions,0,MIDWEST
C000240,2026-08-31,5,12,2063.54,182.46,0.0698,,0.8467,0.0175,2636,champions,1,WEST
C000241,2026-08-31,57,1,119.47,111.29,0.1154,0.2454,0.4041,0.0473,3476,at_risk,1,MIDWEST
C000242,2026-08-31,118,5,480.5,98.9,0.3811,0.2122,0.5094,0.0808,807,at_risk,1,NORTHEAST
C000243,2026-08-31,19,9,1586.66,171.85,0.1485,0.6569,0.6125,0.0864,1544,loyal,0,WEST
C000244,2026-08-31,28,11,900.88,86.38,0.6398,0.5903,0.6129,0.0502,184,deal_seekers,1,WEST
C000245,2026-08-31,9,15,830.97,52.17,0.7057,0.5709,0.6808,0.1024,495,deal_seekers,0,SOUTH
C000246,2026-08-31,170,4,408.49,110.11,0.3735,0.2221,0.3975,0.0682,637,at_risk,1,WEST
C000247,2026-08-31,20,5,394.44,60.99,0.5569,0.5983,0.8495,0.1845,643,deal_seekers,1,SOUTH
C000248,2026-08-31,52,4,312.15,87.23,0.2029,0.6032,0.9123,0.1536,354,growth,1,NORTHEAST
C000249,2026-08-31,29,10,479.58,44.2,0.2712,0.5373,0.6745,0.0581,415,growth,1,NORTHEAST
C000250,2026-08-31,67,9,728.58,75.76,0.2061,0.2421,0.7044,0.0781,494,growth,1,SOUTH
