customer_id,scoring_date,campaign_id,region,preferred_channel,loyalty_tier,customer_tenure_days,recency_days,orders_180d,spend_180d,average_order_value_180d,email_open_rate_90d,email_click_rate_90d,site_sessions_30d,prior_campaigns_12m,prior_campaign_responses_12m,days_since_last_campaign,discount_share_180d,margin_rate_180d,marketing_consent,contact_suppressed,responded_within_14d,response_order_value_14d,opened_current_campaign,clicked_current_campaign,response_probability_generator_only
HP003136,2026-01-01,RET-202601,MIDWEST,SMS,PLUS,1780,33,5,342.6,82.74,0.3124,0.0676,5,2,0,41,0.2812,0.4796,1,0,0,0.0,1,0,0.054796
HP001431,2025-10-01,RET-202510,NORTHEAST,SMS,PREMIUM,1728,7,3,194.92,63.44,0.7364,0.4699,5,2,2,47,0.8531,0.3434,1,0,1,87.92,1,1,0.522599
HP003123,2026-04-01,RET-202604,WEST,SMS,PREMIUM,492,7,6,259.25,45.67,0.7049,0.306,5,12,1,36,0.0123,0.4591,1,0,0,0.0,1,0,0.1416
HP003728,2025-11-01,RET-202511,WEST,SMS,STANDARD,1788,63,0,0.0,56.36,0.0791,0.0112,2,7,0,49,0.3993,0.4259,1,0,1,64.49,0,0,0.051537
HP005908,2025-12-01,RET-202512,WEST,SMS,PLUS,382,46,3,115.18,42.9,0.5938,0.335,3,6,3,24,0.5875,0.4067,1,0,0,0.0,0,0,0.170156
HP001660,2026-06-01,RET-202606,MIDWEST,EMAIL,PLUS,1505,12,7,205.4,36.48,0.1024,0.019,3,7,0,94,0.391,0.427,1,0,0,0.0,0,0,0.069198
HP005364,2026-06-01,RET-202606,SOUTH,SMS,PREMIUM,761,27,6,401.3,57.9,0.1548,0.0423,1,6,2,56,0.7169,0.403,1,0,1,56.32,0,0,0.16453
HP005367,2026-07-01,RET-202607,MIDWEST,SMS,PLUS,479,10,7,541.45,83.61,0.6223,0.2746,4,3,0,31,0.6712,0.3394,1,0,0,0.0,1,1,0.120288
HP001348,2026-07-01,RET-202607,MIDWEST,SMS,PLUS,1620,34,3,181.26,58.99,0.2302,0.0747,2,8,1,58,0.8325,0.3535,1,0,0,0.0,0,0,0.102209
HP001730,2025-12-01,RET-202512,WEST,EMAIL,PLUS,180,8,5,383.38,92.74,0.6824,0.2454,2,8,3,56,0.356,0.4279,1,0,0,0.0,1,0,0.262377
HP001394,2026-04-01,RET-202604,SOUTH,SMS,PREMIUM,1630,28,7,420.73,61.96,0.4417,0.1275,0,6,0,32,0.4226,0.4522,1,0,0,0.0,1,0,0.068847
HP001326,2026-03-01,RET-202603,WEST,EMAIL,PREMIUM,722,9,3,158.02,59.39,0.5173,0.1779,0,9,0,11,0.4087,0.455,1,0,0,0.0,1,0,0.047381
HP005947,2025-10-01,RET-202510,NORTHEAST,EMAIL,PLUS,1811,16,6,417.38,75.04,0.4977,0.1635,2,10,3,63,0.1232,0.456,1,0,0,0.0,0,0,0.122407
HP000934,2026-01-01,RET-202601,NORTHEAST,PUSH,STANDARD,1356,34,4,185.03,41.27,0.2255,0.0546,2,3,1,108,0.5569,0.4159,1,0,0,0.0,1,0,0.066897
HP003740,2026-04-01,RET-202604,WEST,EMAIL,PLUS,834,20,1,103.32,101.98,0.2151,0.069,1,11,2,34,0.1011,0.5371,1,0,0,0.0,0,0,0.051342
HP003467,2026-08-01,RET-202608,NORTHEAST,PUSH,STANDARD,1180,10,1,54.59,44.75,,0.399,5,9,2,138,0.2917,0.4216,1,0,0,0.0,1,0,0.109911
HP005909,2026-08-01,RET-202608,SOUTH,SMS,PLUS,1871,11,2,136.1,58.29,0.855,0.4414,5,8,1,79,0.4628,0.3662,1,0,0,0.0,1,0,0.119081
HP002261,2026-08-01,RET-202608,WEST,EMAIL,PREMIUM,2211,5,7,732.97,103.83,0.4768,0.241,1,10,2,43,0.4216,0.4246,1,0,0,0.0,0,0,0.277586
HP000274,2025-09-01,RET-202509,MIDWEST,EMAIL,STANDARD,374,19,2,171.44,76.56,0.3151,0.0692,1,2,1,36,0.2861,0.4483,1,0,0,0.0,0,0,0.08587
HP004889,2026-02-01,RET-202602,WEST,EMAIL,PLUS,1740,17,4,175.6,34.56,0.712,0.4617,6,12,3,36,0.4164,0.3986,1,0,0,0.0,0,0,0.160244
HP005863,2025-12-01,RET-202512,NORTHEAST,PUSH,STANDARD,442,6,2,131.37,56.91,0.168,0.0404,1,8,0,32,0.2909,0.4385,1,0,0,0.0,0,0,0.063126
HP000011,2026-05-01,RET-202605,SOUTH,EMAIL,STANDARD,966,29,0,0.0,36.22,0.0179,0.0013,1,11,1,66,0.6095,0.3576,1,0,0,0.0,0,0,0.042842
HP002399,2026-03-01,RET-202603,SOUTH,PUSH,STANDARD,790,12,3,347.25,114.54,,0.0662,0,8,1,13,0.5814,0.3817,1,0,0,0.0,0,0,0.056024
HP001002,2026-01-01,RET-202601,MIDWEST,EMAIL,STANDARD,490,61,5,325.68,65.18,0.1672,0.0223,1,5,0,6,0.4877,0.4046,1,0,0,0.0,0,0,0.040569
HP000206,2026-03-01,RET-202603,WEST,EMAIL,PLUS,1471,4,3,442.42,142.18,0.4428,0.1597,3,3,0,25,0.5338,0.361,1,0,1,151.44,1,1,0.09903
HP003849,2026-07-01,RET-202607,WEST,EMAIL,PLUS,416,5,3,127.54,31.94,0.6701,0.1881,3,2,0,45,0.3407,0.4356,1,0,0,0.0,1,0,0.096342
HP003713,2026-08-01,RET-202608,WEST,SMS,STANDARD,1489,35,0,0.0,76.09,0.1469,0.0267,1,12,2,89,0.4832,0.3897,1,0,0,0.0,0,0,0.037926
HP000403,2026-06-01,RET-202606,SOUTH,EMAIL,PLUS,1733,13,3,111.8,40.1,0.1633,0.0429,0,7,0,20,0.748,0.3722,1,0,0,0.0,0,0,0.053769
HP004398,2026-07-01,RET-202607,WEST,EMAIL,STANDARD,523,21,1,56.05,64.62,0.3737,0.0931,4,9,1,27,0.8133,0.3721,1,0,0,0.0,0,0,0.068864
HP004748,2025-10-01,RET-202510,WEST,EMAIL,PLUS,1657,9,1,92.64,90.0,0.4463,0.1327,3,12,1,68,0.7537,0.3689,1,0,0,0.0,0,0,0.152972
HP000891,2026-08-01,RET-202608,SOUTH,EMAIL,PLUS,657,4,1,61.3,82.0,0.2951,0.0526,2,5,1,21,0.153,0.4664,1,0,0,0.0,0,0,0.062223
HP000210,2026-01-01,RET-202601,MIDWEST,EMAIL,PLUS,946,32,3,199.96,75.87,0.3274,,8,7,1,31,0.834,0.3491,1,0,0,0.0,0,0,0.085819
HP005880,2025-12-01,RET-202512,WEST,EMAIL,PLUS,414,15,5,240.67,45.84,0.262,0.0624,0,6,1,24,0.5197,0.3893,1,0,0,0.0,0,0,0.128628
HP005653,2026-03-01,RET-202603,WEST,EMAIL,PLUS,1292,76,2,129.71,72.1,0.1939,0.0422,5,7,1,55,0.2305,0.472,1,0,0,0.0,0,0,0.035969
HP002588,2026-04-01,RET-202604,NORTHEAST,EMAIL,STANDARD,1656,8,4,130.59,45.57,0.2525,0.065,1,8,1,171,0.2002,0.4294,1,0,0,0.0,0,0,0.066412
HP001957,2026-06-01,RET-202606,NORTHEAST,EMAIL,STANDARD,1304,50,1,62.44,63.83,0.1491,0.0325,4,8,1,80,0.9,0.3339,1,0,0,0.0,0,0,0.092754
HP004219,2026-07-01,RET-202607,WEST,EMAIL,PLUS,2205,2,5,115.6,24.96,0.3753,0.1173,0,8,1,32,0.3838,0.4072,1,0,0,0.0,0,0,0.073322
HP002930,2026-01-01,RET-202601,WEST,PUSH,STANDARD,1963,61,1,77.69,79.69,0.1943,0.0453,2,4,0,48,0.7032,0.3356,1,0,0,0.0,1,0,0.064473
HP002750,2025-11-01,RET-202511,WEST,EMAIL,PREMIUM,528,28,6,627.73,103.05,0.1736,0.0454,2,4,1,7,0.7246,0.4055,1,0,0,0.0,0,0,0.321665
HP004108,2025-10-01,RET-202510,MIDWEST,EMAIL,PLUS,310,-4,3,91.93,28.95,0.3137,0.0721,2,6,0,16,0.2224,0.4648,1,0,0,0.0,0,0,0.062389
HP001155,2026-06-01,RET-202606,WEST,EMAIL,PLUS,2120,8,0,0.0,74.22,0.3662,0.059,1,4,0,84,0.2684,0.4493,1,0,0,0.0,1,0,0.049607
HP000638,2026-07-01,RET-202607,SOUTH,EMAIL,STANDARD,937,73,1,55.11,54.47,,0.0217,1,8,0,39,0.0735,0.5005,1,0,0,0.0,0,0,0.023593
HP005262,2026-08-01,RET-202608,SOUTH,PUSH,PLUS,1745,75,1,38.09,44.53,0.196,0.0399,2,3,0,52,0.7066,0.3614,1,0,0,0.0,1,0,0.051825
HP002589,2026-06-01,RET-202606,MIDWEST,EMAIL,PREMIUM,633,17,0,0.0,74.42,0.4448,0.1351,2,2,0,13,0.4059,0.4089,1,0,0,0.0,1,0,0.067815
HP004614,2025-12-01,RET-202512,WEST,EMAIL,STANDARD,1170,49,1,34.94,37.85,0.0757,0.007,0,8,0,19,0.591,0.3903,1,0,0,0.0,0,0,0.06225
HP001115,2026-06-01,RET-202606,WEST,EMAIL,PLUS,804,35,2,92.0,50.19,0.0644,0.0125,1,11,1,20,0.2633,0.4525,1,0,0,0.0,0,0,0.040589
HP000305,2025-09-01,RET-202509,WEST,EMAIL,STANDARD,1366,98,1,43.7,37.53,0.1607,0.0245,0,9,0,105,0.027,0.528,1,0,0,0.0,1,0,0.018447
HP002785,2026-03-01,RET-202603,NORTHEAST,EMAIL,PREMIUM,508,16,6,640.01,126.31,0.8407,0.5013,3,7,5,123,0.6987,0.3423,1,0,0,0.0,1,0,0.650007
HP002066,2026-03-01,RET-202603,NORTHEAST,PUSH,STANDARD,966,17,1,66.53,75.05,0.1074,0.014,1,5,0,45,0.5992,0.3918,1,0,0,0.0,0,0,0.044075
HP003401,2026-03-01,RET-202603,NORTHEAST,EMAIL,PLUS,998,24,2,283.59,116.15,0.302,0.1029,2,7,2,12,0.5456,0.3876,1,0,0,0.0,0,0,0.073386
HP005802,2026-04-01,RET-202604,SOUTH,EMAIL,PREMIUM,1266,8,4,256.81,65.98,0.7015,0.3994,5,7,3,23,0.5672,0.3533,1,0,0,0.0,0,0,0.229705
HP004031,2025-11-01,RET-202511,SOUTH,EMAIL,PLUS,1034,9,2,183.43,84.69,0.0713,,1,11,2,103,0.3164,0.4599,1,0,0,0.0,0,0,0.078262
HP002422,2025-10-01,RET-202510,MIDWEST,EMAIL,STANDARD,1324,15,3,384.71,116.05,0.3503,0.0855,2,5,0,24,0.3238,0.4555,1,0,0,0.0,1,0,0.064599
HP002863,2026-06-01,RET-202606,SOUTH,PUSH,STANDARD,521,39,2,191.4,74.78,0.0836,0.0093,1,12,0,25,0.5615,0.4419,1,0,0,0.0,0,0,0.035426
HP004339,2026-08-01,RET-202608,SOUTH,EMAIL,PREMIUM,760,3,4,525.63,132.32,0.5247,0.1744,3,6,2,35,0.1564,0.4668,1,0,0,0.0,0,0,0.149303
HP000304,2026-04-01,RET-202604,MIDWEST,SMS,PLUS,868,15,2,94.02,45.98,0.9027,0.5588,3,12,3,49,0.527,0.4074,1,0,0,0.0,1,0,0.142323
HP001522,2026-02-01,RET-202602,MIDWEST,SMS,STANDARD,2121,69,2,53.63,27.71,0.0501,0.0045,0,3,0,14,0.4378,0.4384,1,0,0,0.0,0,0,0.023543
HP000562,2026-06-01,RET-202606,WEST,SMS,PLUS,1216,31,0,0.0,76.71,0.0613,0.0088,1,6,0,16,0.917,0.3361,1,0,0,0.0,1,0,0.038386
HP003289,2026-06-01,RET-202606,MIDWEST,EMAIL,PLUS,2119,37,6,226.58,39.51,0.1539,0.041,2,12,1,67,0.4618,0.4336,1,0,0,0.0,0,0,0.057167
HP003981,2026-08-01,RET-202608,MIDWEST,PUSH,STANDARD,1717,18,1,41.93,41.38,0.0694,0.0098,1,8,0,87,0.7138,0.3449,1,0,0,0.0,1,1,0.079651
HP001973,2025-09-01,RET-202509,SOUTH,EMAIL,PLUS,1650,21,2,392.19,155.27,0.0515,0.0027,0,6,0,67,0.2703,0.4372,1,0,0,0.0,0,0,0.042313
HP004217,2026-04-01,RET-202604,WEST,SMS,PLUS,1981,23,3,93.51,28.56,0.4485,0.1457,2,2,2,53,0.7253,0.3721,1,0,0,0.0,0,0,0.249389
HP002826,2025-10-01,RET-202510,SOUTH,SMS,PLUS,1388,11,3,111.73,45.01,0.1511,0.0365,3,6,0,94,0.6929,0.39,1,0,0,0.0,0,0,0.11767
HP000118,2026-02-01,RET-202602,MIDWEST,EMAIL,PLUS,1148,3,2,56.48,26.6,0.3914,0.074,1,11,1,10,0.2402,0.4462,1,0,0,0.0,1,0,0.031533
HP002736,2026-01-01,RET-202601,WEST,EMAIL,PLUS,1261,6,2,123.36,71.06,0.1613,0.0272,0,6,0,36,0.2151,0.4277,1,0,0,0.0,0,0,0.048159
HP005975,2026-05-01,RET-202605,SOUTH,EMAIL,STANDARD,754,8,1,29.53,32.04,0.2766,0.0931,0,4,2,19,0.7006,0.4434,1,0,0,0.0,0,0,0.084807
HP003635,2026-04-01,RET-202604,SOUTH,SMS,PREMIUM,495,8,3,246.96,64.7,0.6919,0.2789,1,6,1,111,0.7253,0.3668,1,0,1,107.95,1,0,0.241581
HP005426,2026-01-01,RET-202601,WEST,EMAIL,PREMIUM,1506,16,5,330.17,73.73,0.2691,0.0419,0,7,1,53,0.3608,0.4405,1,0,0,0.0,0,0,0.079652
HP005093,2026-08-01,RET-202608,WEST,PUSH,PLUS,1151,24,7,592.12,98.45,0.3685,0.1605,4,10,3,41,0.418,0.4258,1,0,0,0.0,0,0,0.087997
HP004381,2025-11-01,RET-202511,NORTHEAST,EMAIL,STANDARD,886,65,0,0.0,37.89,0.136,0.0196,0,8,1,49,0.7815,0.3712,1,0,0,0.0,0,0,0.080069
HP001643,2026-07-01,RET-202607,WEST,EMAIL,PLUS,1668,18,2,129.64,57.44,0.387,0.1116,3,6,1,18,0.7024,0.3768,1,0,0,0.0,0,0,0.074773
HP000292,2026-07-01,RET-202607,SOUTH,PUSH,PLUS,950,22,2,131.46,58.26,0.1423,0.0262,0,6,0,82,0.3279,0.457,1,0,0,0.0,0,0,0.035272
HP004158,2026-01-01,RET-202601,MIDWEST,SMS,PREMIUM,1786,6,6,505.59,76.91,0.7999,0.3608,4,11,3,30,0.5581,0.3999,1,0,0,0.0,1,1,0.207466
HP005194,2026-06-01,RET-202606,NORTHEAST,SMS,PLUS,1591,3,1,33.62,33.48,0.1409,0.0223,2,6,0,78,0.6934,0.3789,1,0,1,34.85,0,0,0.099951
HP000016,2026-07-01,RET-202607,NORTHEAST,EMAIL,STANDARD,2186,14,1,37.96,38.02,0.6875,0.2183,3,2,0,43,0.1479,0.4274,1,0,0,0.0,1,1,0.077714
HP005694,2026-04-01,RET-202604,NORTHEAST,SMS,PLUS,2016,5,6,517.52,81.59,0.4285,0.1246,3,2,0,33,0.0437,0.462,1,0,0,0.0,1,0,0.068767
HP003495,2025-11-01,RET-202511,MIDWEST,EMAIL,PLUS,1161,10,7,638.28,95.24,0.1616,0.0465,2,3,0,129,0.5419,0.3991,1,0,0,0.0,0,0,0.100316
HP003467,2026-07-01,RET-202607,NORTHEAST,PUSH,STANDARD,1150,5,4,366.34,101.32,0.9241,0.5145,4,10,2,59,0.473,0.3968,1,0,0,0.0,1,1,0.155928
HP002694,2025-10-01,RET-202510,WEST,PUSH,STANDARD,955,26,1,93.04,91.16,0.2582,0.0707,1,5,0,24,0.4196,0.4377,1,0,0,0.0,0,0,0.044386
HP003836,2026-04-01,RET-202604,WEST,EMAIL,STANDARD,709,19,1,73.82,61.25,0.1077,0.0163,3,6,1,31,0.2566,0.4311,1,0,0,0.0,1,0,0.054091
HP003724,2025-10-01,RET-202510,SOUTH,EMAIL,PLUS,908,11,4,414.3,104.77,0.4385,0.1728,4,5,3,110,0.2981,0.4347,1,0,0,0.0,0,0,0.163921
HP005184,2026-04-01,RET-202604,WEST,EMAIL,PLUS,1164,11,5,290.92,68.27,0.4821,,3,11,1,52,0.1276,0.4906,1,0,0,0.0,1,0,0.09797
HP004047,2026-01-01,RET-202601,SOUTH,EMAIL,STANDARD,1716,45,1,65.41,67.21,0.1536,0.0264,1,8,0,12,0.447,0.4059,1,0,0,0.0,0,0,0.037756
HP000653,2026-06-01,RET-202606,WEST,EMAIL,STANDARD,1961,38,6,274.01,44.63,0.4415,0.1087,1,4,0,16,0.6905,0.3503,1,0,0,0.0,0,0,0.062133
HP000248,2025-12-01,RET-202512,MIDWEST,EMAIL,PREMIUM,623,5,5,429.6,82.79,0.4425,0.1609,5,2,1,41,0.6409,0.3603,1,0,1,46.8,1,0,0.415903
HP001424,2025-09-01,RET-202509,WEST,EMAIL,STANDARD,632,39,2,77.95,39.99,0.1145,0.007,0,9,0,95,0.0965,0.4804,1,0,0,0.0,0,0,0.034397
HP000958,2025-11-01,RET-202511,MIDWEST,SMS,STANDARD,683,11,1,43.9,46.15,0.1446,0.0289,1,4,0,29,0.3438,0.4489,1,0,0,0.0,0,0,0.057943
HP004916,2026-04-01,RET-202604,WEST,PUSH,STANDARD,792,13,2,164.76,80.79,0.1028,0.0149,0,2,1,27,0.5042,0.4034,1,0,1,63.56,0,0,0.064914
HP002691,2025-12-01,RET-202512,WEST,EMAIL,STANDARD,324,53,1,100.81,93.76,0.3464,,2,10,0,21,0.5486,0.3603,1,0,0,0.0,1,0,0.07864
HP001272,2025-11-01,RET-202511,MIDWEST,EMAIL,STANDARD,1924,8,2,154.53,86.16,0.204,0.042,2,7,1,52,0.7143,0.3305,1,0,0,0.0,0,0,0.172997
HP005805,2026-01-01,RET-202601,MIDWEST,SMS,PLUS,721,57,2,125.28,88.2,0.0212,0.0023,0,8,0,51,0.5391,0.3943,1,0,0,0.0,1,0,0.027412
HP001858,2026-08-01,RET-202608,WEST,SMS,PLUS,867,34,2,139.92,63.91,0.4109,0.0871,1,7,1,136,0.5882,0.4139,1,0,0,0.0,1,0,0.048966
HP000233,2026-04-01,RET-202604,WEST,EMAIL,PLUS,1423,35,1,39.62,42.02,0.2742,0.0484,0,6,0,71,0.4445,0.4082,1,0,0,0.0,0,0,0.03785
HP005305,2026-08-01,RET-202608,NORTHEAST,SMS,PLUS,1691,17,2,173.67,102.05,0.2628,0.0689,1,8,1,45,0.2867,0.4289,1,0,0,0.0,0,0,0.04842
HP003207,2026-08-01,RET-202608,WEST,EMAIL,PLUS,1115,34,2,97.48,46.65,0.2712,0.0523,0,7,0,46,0.3972,0.4182,1,0,0,0.0,1,0,0.03786
HP000931,2026-08-01,RET-202608,WEST,SMS,PLUS,1868,12,6,422.35,73.96,0.7542,0.3563,3,10,6,16,0.5257,0.3998,1,0,0,0.0,1,0,0.094609
HP003924,2026-03-01,RET-202603,MIDWEST,EMAIL,PLUS,2034,68,0,0.0,58.3,0.0981,0.0254,0,10,1,76,0.833,0.3685,1,0,0,0.0,0,0,0.058639
HP000690,2025-09-01,RET-202509,NORTHEAST,EMAIL,STANDARD,1619,47,1,44.1,48.58,0.2789,0.0753,0,3,1,37,0.3152,0.4714,1,0,0,0.0,0,0,0.048791
HP002420,2025-11-01,RET-202511,NORTHEAST,EMAIL,STANDARD,220,19,3,204.57,59.73,0.5668,0.1575,3,4,0,31,0.1615,0.4343,1,0,0,0.0,1,1,0.10379
HP004383,2025-12-01,RET-202512,SOUTH,SMS,PLUS,612,12,2,148.86,72.72,0.3593,0.0604,3,9,0,33,0.3559,0.4435,1,0,1,78.16,0,0,0.070864
HP003342,2026-01-01,RET-202601,NORTHEAST,PUSH,PREMIUM,1849,61,3,174.29,51.32,0.5619,0.1347,3,12,0,17,0.1608,0.4673,1,0,0,0.0,1,0,0.049184
HP005274,2026-08-01,RET-202608,SOUTH,EMAIL,STANDARD,1409,6,1,46.77,48.01,0.2614,0.0496,2,10,1,92,0.1764,0.4294,1,0,0,0.0,0,0,0.055566
HP005094,2026-07-01,RET-202607,SOUTH,PUSH,PLUS,1305,6,3,335.05,105.57,0.1063,0.0164,1,5,0,38,0.2049,0.4453,1,0,0,0.0,1,0,0.045645
HP000320,2026-02-01,RET-202602,WEST,PUSH,PLUS,897,13,2,179.04,110.5,0.6204,0.2829,0,3,1,19,0.8209,0.3703,1,0,0,0.0,1,0,0.11033
HP005289,2026-08-01,RET-202608,NORTHEAST,PUSH,STANDARD,2042,179,0,0.0,53.59,0.0256,0.0011,1,5,0,64,0.2037,0.4709,1,0,0,0.0,0,0,0.006782
HP002035,2026-07-01,RET-202607,MIDWEST,EMAIL,PLUS,426,41,2,206.06,93.85,0.155,0.042,3,5,2,77,0.6785,0.3656,1,0,0,0.0,0,0,0.120963
HP000473,2025-09-01,RET-202509,WEST,EMAIL,PREMIUM,248,19,3,227.55,72.54,0.288,0.08,0,10,1,51,0.6162,0.3789,1,0,0,0.0,1,0,0.079238
HP005215,2026-01-01,RET-202601,SOUTH,PUSH,STANDARD,1591,91,2,82.25,35.99,0.1233,0.0153,1,9,0,91,0.1379,0.4862,1,0,0,0.0,0,0,0.020094
HP004580,2026-01-01,RET-202601,NORTHEAST,SMS,PLUS,753,15,3,202.55,79.23,0.2611,0.0704,2,8,0,18,0.1479,0.4386,1,0,0,0.0,0,0,0.050606
HP000139,2026-02-01,RET-202602,MIDWEST,EMAIL,PLUS,485,3,4,698.25,161.38,0.4764,0.1234,3,8,0,38,0.2963,0.4625,1,0,0,0.0,0,0,0.079431
HP003199,2026-03-01,RET-202603,NORTHEAST,EMAIL,PREMIUM,517,28,3,329.73,132.19,0.1291,0.0331,2,3,0,50,0.2529,0.5074,1,0,0,0.0,0,0,0.059287
HP000604,2025-12-01,RET-202512,MIDWEST,EMAIL,PLUS,1506,7,4,280.74,68.38,,0.3939,7,3,1,71,0.3209,0.4336,1,0,0,0.0,1,1,0.221795
HP000606,2025-09-01,RET-202509,NORTHEAST,EMAIL,PLUS,372,21,2,265.47,138.51,0.6165,0.3926,12,7,4,108,0.2501,0.4557,1,0,0,0.0,1,1,0.187773
HP004751,2025-10-01,RET-202510,MIDWEST,EMAIL,PLUS,532,23,0,0.0,85.51,0.0568,0.0087,0,9,1,13,0.4947,0.4191,1,0,0,0.0,0,0,0.020762
HP003220,2026-04-01,RET-202604,WEST,SMS,STANDARD,729,81,2,78.8,40.17,0.3684,0.1421,1,4,0,64,0.5779,0.3726,1,0,0,0.0,0,0,0.029505
HP003918,2025-12-01,RET-202512,SOUTH,SMS,STANDARD,-20,5,3,161.84,58.1,0.4464,0.0649,2,6,0,22,0.0954,0.5257,1,0,0,0.0,0,0,0.07296
HP004177,2026-01-01,RET-202601,SOUTH,PUSH,STANDARD,1160,7,1,63.56,56.59,0.6674,0.3124,4,10,2,17,0.4351,0.4173,1,0,0,0.0,0,0,0.113227
HP003836,2025-12-01,RET-202512,WEST,EMAIL,STANDARD,589,67,2,71.27,31.4,0.108,0.0134,0,12,0,25,0.1396,0.4457,1,0,0,0.0,0,0,0.048561
HP001723,2026-03-01,RET-202603,SOUTH,EMAIL,PLUS,542,37,0,0.0,129.87,0.0521,0.0029,2,10,0,36,0.8898,0.3654,1,0,0,0.0,0,0,0.082252
HP005020,2025-09-01,RET-202509,WEST,SMS,PLUS,347,15,4,566.44,117.3,0.5472,,6,5,0,45,0.3806,0.4325,1,0,0,0.0,1,1,0.099951
HP004370,2026-02-01,RET-202602,MIDWEST,EMAIL,PLUS,974,20,0,0.0,57.8,0.0756,0.0033,0,9,0,45,0.0545,0.4985,1,0,0,0.0,0,0,0.033956
HP003274,2026-07-01,RET-202607,NORTHEAST,EMAIL,PREMIUM,1611,21,1,33.71,30.38,0.2216,0.0506,3,11,1,55,0.3769,0.4267,1,0,0,0.0,1,0,0.066223
HP004901,2026-01-01,RET-202601,SOUTH,EMAIL,STANDARD,1299,28,3,196.23,62.68,0.11,0.0118,0,9,1,30,0.4959,0.3771,1,0,0,0.0,0,0,0.04848
HP002938,2026-03-01,RET-202603,MIDWEST,PUSH,PLUS,370,22,1,65.45,62.61,0.4584,0.1372,1,3,3,42,0.2673,0.4341,1,0,0,0.0,0,0,0.111419
HP001827,2025-11-01,RET-202511,WEST,EMAIL,PLUS,528,20,2,372.77,168.9,0.0844,0.0072,1,2,0,45,0.2743,0.4134,1,0,0,0.0,0,0,0.087523
HP004093,2026-03-01,RET-202603,MIDWEST,SMS,STANDARD,1526,27,2,135.34,74.42,0.77,0.369,3,3,0,44,0.366,0.4238,1,0,0,0.0,0,0,0.068259
HP004486,2026-03-01,RET-202603,NORTHEAST,EMAIL,PLUS,1202,3,2,189.24,84.39,0.752,0.3227,2,11,3,22,0.4055,0.4371,1,0,0,0.0,1,1,0.136876
HP000481,2026-02-01,RET-202602,MIDWEST,EMAIL,PLUS,1696,28,2,100.64,48.58,0.834,0.2738,3,12,1,65,0.3131,0.4289,1,0,0,0.0,1,0,0.076743
HP003698,2026-06-01,RET-202606,SOUTH,SMS,PREMIUM,1771,6,3,193.1,71.71,0.2971,0.1062,5,11,1,26,0.8012,0.3404,1,0,0,0.0,0,0,0.097836
HP002572,2026-05-01,RET-202605,MIDWEST,SMS,STANDARD,1418,8,4,121.98,32.8,,0.3277,3,8,1,53,0.3745,0.4328,1,0,0,0.0,0,0,0.111952
HP000917,2026-08-01,RET-202608,SOUTH,EMAIL,PLUS,2203,26,0,0.0,48.75,0.6154,0.169,1,2,1,24,0.2396,0.4285,1,0,0,0.0,1,1,0.07426
HP004969,2026-02-01,RET-202602,SOUTH,SMS,PLUS,1026,38,4,217.94,53.45,0.3887,0.1156,2,10,3,42,0.6485,0.3539,1,0,0,0.0,0,0,0.129391
HP000922,2026-08-01,RET-202608,SOUTH,PUSH,PLUS,915,59,1,68.54,64.04,0.3949,0.1271,0,9,0,18,0.5583,0.4168,1,0,0,0.0,1,0,0.029182
HP002429,2026-03-01,RET-202603,SOUTH,SMS,PLUS,734,53,1,72.23,74.28,0.4803,0.1143,3,6,0,84,0.403,0.4564,1,0,0,0.0,0,0,0.038502
HP004026,2026-02-01,RET-202602,NORTHEAST,SMS,PLUS,1621,84,0,0.0,70.6,0.1042,0.0124,0,2,0,23,0.3827,0.4218,1,0,0,0.0,0,0,0.018343
HP002690,2026-04-01,RET-202604,MIDWEST,SMS,PREMIUM,447,13,2,115.63,63.36,0.1055,0.0188,2,6,2,80,0.7339,0.3848,1,0,1,70.92,0,0,0.159616
HP004827,2026-05-01,RET-202605,WEST,EMAIL,PREMIUM,1689,20,2,222.45,88.04,0.2837,0.0896,3,6,0,36,0.4397,0.3727,1,0,0,0.0,1,1,0.071166
HP004939,2026-01-01,RET-202601,MIDWEST,SMS,STANDARD,1588,149,4,305.76,78.67,0.2104,0.0184,3,10,0,29,0.042,0.4903,1,0,0,0.0,0,0,0.013721
HP005319,2026-08-01,RET-202608,SOUTH,PUSH,PREMIUM,993,6,7,497.43,66.15,0.7498,0.4012,4,12,3,79,0.3001,0.4641,1,0,0,0.0,1,0,0.187471
HP003481,2025-09-01,RET-202509,WEST,EMAIL,PLUS,1100,54,1,50.23,62.61,0.3064,0.0595,1,7,0,25,0.368,0.4115,1,0,0,0.0,0,0,0.038122
HP005911,2025-12-01,RET-202512,MIDWEST,EMAIL,PLUS,1688,4,1,58.22,61.42,0.2691,0.049,1,9,0,22,0.1297,0.4566,1,0,0,0.0,1,0,0.067372
HP001132,2025-09-01,RET-202509,NORTHEAST,EMAIL,PREMIUM,1220,17,5,326.73,88.47,0.5565,0.2862,5,3,0,42,0.5616,0.4077,1,0,0,0.0,0,0,0.153921
HP001077,2025-10-01,RET-202510,WEST,EMAIL,PREMIUM,832,11,2,169.93,83.94,0.1851,0.0446,2,2,0,38,0.5045,0.3807,1,0,0,0.0,0,0,0.077791
HP004115,2026-03-01,RET-202603,WEST,EMAIL,STANDARD,1596,68,1,60.47,56.74,0.274,0.0583,0,5,0,67,0.692,0.3825,1,0,0,0.0,0,0,0.058379
