customer_id,scoring_date,country,device_type,customer_tenure_days,customer_value_tier,days_since_last_transaction,transactions_7d,transactions_30d,transactions_60d,active_days_30d,payment_volume_30d_usd,avg_transaction_value_30d,transaction_count_change_30d_vs_prior30d,payment_volume_change_30d_vs_prior30d,failed_transactions_30d,support_contacts_30d,login_days_30d,products_used_60d,marketing_engagement_30d,inactive_next_30d,transactions_next_30d,future_inactivity_status,retention_case_opened_after_score
PW024976,2026-02-02,MX,Mobile,290,Medium,4,0,2,4,2,136.86,83.01,-0.3333,-0.0868,0,0,0,2,0.316,0,4,Active,0
PW014923,2026-07-06,BR,Mobile,1902,Medium,88,0,1,2,1,40.16,56.28,0.0,-0.5765,0,0,5,1,0.0,1,0,Inactive,0
PW018793,2026-01-05,MX,Mobile,1422,Medium,15,1,4,9,4,288.81,59.87,0.0,-0.0511,1,2,2,1,0.139,0,2,Active,1
PW016541,2026-06-01,CR,Mobile,672,Medium,7,0,0,3,1,85.74,75.12,-1.0,-0.1677,0,0,2,2,0.6239,0,1,Active,0
PW026620,2026-06-01,CR,Mobile,969,Low,10,0,0,3,1,23.93,32.21,-1.0,-0.2058,1,0,8,3,0.5377,0,3,Active,0
PW012579,2026-05-04,US,Mobile,1584,Medium,5,3,3,5,3,109.45,33.17,0.0,0.3669,1,0,9,2,0.8894,0,3,Active,0
PW025411,2026-07-06,US,Mobile,756,Low,14,0,0,2,1,31.65,26.57,-1.0,-0.1099,0,0,2,1,0.1339,0,1,Active,0
PW027920,2026-08-03,US,Mobile,1802,Medium,11,1,5,10,5,119.83,20.59,0.0,0.1904,2,0,7,2,0.7704,1,0,Inactive,1
PW017589,2026-05-04,MX,Desktop,464,Medium,26,0,0,5,1,92.1,81.71,-1.0,-0.1969,0,0,0,2,0.0089,0,4,Active,1
PW001144,2026-03-02,MX,Mobile,526,Medium,5,1,2,4,1,458.24,196.82,0.0,-0.0378,0,1,0,2,0.4561,0,3,Active,1
PW000895,2026-04-06,CR,Mobile,240,Low,31,0,1,1,1,20.79,24.23,0.0,-0.0809,0,1,5,2,0.1324,1,0,Inactive,1
PW013833,2026-07-06,CR,Mobile,1744,Medium,5,0,2,5,2,204.36,72.98,0.0,-0.0835,0,0,6,2,0.5178,0,2,Active,0
PW017728,2026-08-03,US,Mobile,1158,Low,18,1,1,1,1,9.52,9.19,0.0,-0.3189,0,0,3,1,0.1282,0,1,Active,0
PW007995,2026-07-06,BR,Desktop,1956,Medium,62,0,2,2,2,181.95,104.07,0.0,-0.2983,0,0,0,1,0.0005,1,0,Inactive,1
PW004454,2026-07-06,US,Mobile,470,Low,3,0,3,5,3,118.21,35.62,0.0,0.1371,0,0,8,2,0.7205,0,4,Active,0
PW008618,2026-08-03,BR,Mobile,1751,Medium,10,1,3,4,3,112.82,43.44,-0.25,0.1529,2,1,4,2,0.4389,0,7,Active,0
PW001416,2026-05-04,US,Mobile,1305,Medium,16,0,2,7,2,101.19,45.37,0.0,-0.1333,0,0,0,3,0.115,0,5,Active,0
PW019968,2026-02-02,BR,Mobile,1069,High,8,0,0,3,1,119.71,151.28,-1.0,0.227,0,0,0,3,0.104,0,1,Active,0
PW008537,2026-02-02,US,Mobile,331,Low,10,0,0,3,1,33.74,28.72,-1.0,-0.0005,0,1,4,1,0.2419,0,1,Active,0
PW005485,2026-07-06,US,Mobile,589,Low,64,0,0,3,1,57.01,44.17,-1.0,-0.3568,0,1,1,1,0.0001,1,0,Inactive,1
PW014373,2026-06-01,MX,Mobile,828,Medium,14,1,1,3,1,36.07,40.02,0.0,0.0504,0,0,7,1,0.3652,0,3,Active,0
PW021314,2026-08-03,CR,Desktop,1700,Low,2,0,1,3,1,49.39,46.38,0.0,0.1,1,0,8,3,0.9666,0,2,Active,0
PW025621,2026-05-04,US,Mobile,249,Medium,6,2,4,7,2,204.19,46.76,0.3333,0.1949,2,0,5,2,0.8494,0,1,Active,0
PW006134,2026-04-06,MX,Desktop,1145,Medium,6,3,6,7,5,192.21,21.72,0.0,0.4016,0,0,9,2,0.6803,0,3,Active,0
PW010974,2026-08-03,MX,Mobile,607,High,10,2,7,14,7,684.25,115.73,0.0,0.071,0,1,10,2,0.8434,0,2,Active,0
PW015534,2026-06-01,MX,Mobile,1602,Low,32,0,0,1,1,52.67,43.48,-1.0,-0.4671,0,0,0,1,0.0132,1,0,Inactive,1
PW018915,2026-04-06,US,Mobile,769,Medium,7,0,2,7,2,428.27,167.29,0.0,0.2183,1,2,0,4,0.3982,0,4,Active,0
PW011058,2026-04-06,BR,Mobile,730,Low,21,0,1,9,1,115.8,131.63,0.0,-0.0145,1,2,3,2,0.1009,1,0,Inactive,1
PW020481,2026-06-01,US,Mobile,1385,Medium,28,1,2,6,1,147.86,71.52,-0.3333,0.1121,1,0,2,3,0.1274,0,1,Active,0
PW029892,2026-04-06,US,Mobile,1309,High,2,1,3,6,1,519.84,144.14,0.0,-0.0569,0,0,5,1,0.909,0,3,Active,0
PW006270,2026-05-04,US,Mobile,373,Low,18,0,0,1,1,59.0,61.19,-1.0,-0.2805,0,0,3,2,0.2435,0,3,Active,0
PW028187,2026-03-02,BR,Mobile,451,Low,18,0,0,3,1,10.92,10.61,-1.0,,3,0,1,2,0.0583,1,0,Inactive,1
PW009253,2026-06-01,US,Desktop,686,Medium,9,0,0,1,1,59.2,67.74,-1.0,0.2011,0,2,0,1,0.0839,0,2,Active,0
PW001193,2026-02-02,BR,Mobile,963,Medium,5,1,4,5,4,248.43,57.74,0.0,-0.2749,1,0,7,3,0.6857,0,2,Active,0
PW025526,2026-05-04,US,Mobile,851,Medium,22,0,3,5,2,112.52,44.49,-0.25,-0.3441,0,1,2,1,0.0705,0,1,Active,0
PW002890,2026-04-06,MX,Mobile,568,Medium,37,1,2,6,2,199.6,90.62,0.0,-0.1534,0,0,4,2,0.0105,1,0,Inactive,0
PW022629,2026-01-05,US,Mobile,1499,Medium,12,0,1,3,1,67.0,78.91,0.0,0.2998,0,0,5,2,0.1273,0,1,Active,0
PW028556,2026-07-06,CR,Mobile,684,Low,13,1,1,4,1,29.86,26.48,0.0,0.0643,1,0,5,1,0.5989,0,1,Active,0
PW021384,2026-07-06,US,Mobile,1328,High,14,0,5,9,5,480.35,111.16,-0.1667,0.066,1,0,1,1,0.0783,0,3,Active,0
PW007418,2026-06-01,BR,Desktop,960,Low,18,0,1,3,1,26.52,26.67,-0.5,0.0811,0,0,0,1,0.0488,1,0,Inactive,1
PW013315,2026-01-05,US,Desktop,673,Medium,14,1,2,6,2,279.43,153.65,0.0,-0.2797,1,0,9,2,0.7408,0,1,Active,0
PW009660,2026-08-03,US,Mobile,1477,Medium,3,0,1,4,1,42.46,43.6,0.0,0.338,0,0,8,3,0.5535,0,2,Active,0
PW012794,2026-07-06,US,Mobile,422,Medium,7,0,2,7,1,71.15,32.86,0.0,-0.0588,0,0,8,2,0.8237,0,7,Active,0
PW027061,2026-08-03,MX,Mobile,1103,Low,13,1,3,6,3,146.37,45.85,0.0,-0.272,0,0,7,2,0.3753,0,3,Active,0
PW001130,2026-08-03,CR,Desktop,1763,Low,7,0,1,3,1,61.31,50.88,0.0,-0.0772,1,0,1,1,0.3372,0,1,Active,0
PW029034,2026-07-06,US,Desktop,1146,Medium,13,0,0,3,1,45.01,48.69,-1.0,-0.4665,1,0,4,2,0.2252,0,4,Active,0
PW018498,2026-04-06,US,Desktop,1852,Low,4,0,1,1,1,21.59,27.03,-0.5,-0.1823,0,0,6,2,0.8802,0,1,Active,0
PW007970,2026-07-06,US,Mobile,358,Low,7,0,0,1,1,26.92,28.81,-1.0,-0.1508,0,1,5,1,0.7001,1,0,Inactive,1
PW019907,2026-04-06,BR,Mobile,583,Medium,39,0,0,1,1,55.96,78.07,-1.0,-0.3254,1,0,0,1,0.0035,1,0,Inactive,1
PW014212,2026-05-04,US,Mobile,652,Low,42,0,0,4,1,37.78,40.56,-1.0,-0.0752,1,0,0,1,0.0032,1,0,Inactive,0
PW022430,2026-07-06,US,Mobile,394,High,40,2,3,5,2,169.28,53.39,0.0,0.012,1,0,0,2,0.0372,1,0,Inactive,1
PW006874,2026-08-03,CR,Desktop,1272,Medium,27,0,0,3,1,91.18,89.6,-1.0,-0.0584,0,0,9,1,0.2587,1,0,Inactive,1
PW013743,2026-06-01,MX,Desktop,1621,Low,13,0,1,4,1,54.21,57.59,0.0,0.1624,0,0,8,1,0.6781,0,3,Active,0
PW009354,2026-08-03,US,Mobile,1100,Medium,13,0,3,7,3,92.38,43.33,-0.4,-0.1868,0,0,6,2,0.353,1,0,Inactive,1
PW025702,2026-04-06,MX,Mobile,311,Low,30,0,2,6,2,46.33,21.54,1.0,-0.5608,0,0,4,1,0.035,1,0,Inactive,1
PW019701,2026-07-06,MX,Mobile,1582,Medium,0,1,3,8,2,125.85,43.95,0.5,0.0233,0,0,0,5,0.8686,0,5,Active,0
PW009116,2026-03-02,BR,Mobile,1750,Medium,1,1,1,4,1,47.58,62.33,0.0,-0.3316,1,0,1,2,0.5998,1,0,Inactive,1
PW011655,2026-02-02,US,Desktop,1818,Medium,49,0,0,2,1,37.38,32.46,-1.0,-0.1064,0,1,3,1,0.0015,1,0,Inactive,1
PW002450,2026-04-06,BR,Mobile,926,Medium,1,1,4,6,2,74.4,23.97,0.0,0.1969,0,0,8,2,0.9117,0,4,Active,0
PW007509,2026-05-04,US,Mobile,802,Low,28,0,0,2,1,28.18,27.9,-1.0,-0.6218,0,0,4,1,0.021,1,0,Inactive,1
PW023046,2026-03-02,BR,Mobile,1426,Medium,9,1,2,3,2,254.21,112.24,0.0,0.0445,0,0,3,1,0.2634,0,1,Active,1
PW021075,2026-06-01,CR,Mobile,699,Low,92,0,0,1,1,65.1,51.2,-1.0,-0.4775,0,0,0,1,0.0,1,0,Inactive,0
PW009211,2026-03-02,US,Mobile,231,High,10,3,6,8,6,975.03,146.81,0.2,-0.2929,1,0,10,2,0.721,0,7,Active,0
PW006703,2026-01-05,MX,Mobile,1206,High,4,0,7,11,7,287.72,45.27,0.0,0.5742,1,0,13,2,0.9858,0,3,Active,0
PW024667,2026-05-04,BR,Mobile,1806,Medium,7,1,3,6,2,107.42,39.66,0.0,0.0923,1,0,5,1,0.4852,0,3,Active,0
PW016846,2026-08-03,US,Mobile,609,Medium,7,0,1,2,1,37.45,42.62,0.0,0.0444,1,0,3,3,0.2265,0,2,Active,0
PW012696,2026-05-04,MX,Mobile,1642,Medium,18,1,2,5,2,79.9,38.8,-0.3333,-0.2514,0,2,2,2,0.1359,0,1,Active,0
PW012658,2026-08-03,CR,Desktop,401,High,3,0,4,9,4,214.3,52.94,0.3333,0.1208,3,2,9,3,0.5618,0,4,Active,1
PW007141,2026-01-05,MX,Mobile,1492,Medium,9,0,0,1,1,26.65,22.83,-1.0,-0.1017,0,0,3,1,0.1607,0,1,Active,0
PW003716,2026-05-04,US,Mobile,880,Low,7,5,7,9,7,72.89,12.62,0.1667,-0.1096,0,0,15,1,0.9398,0,5,Active,0
PW011258,2026-03-02,US,Mobile,1773,Medium,51,0,0,3,1,62.37,54.95,-1.0,-0.2346,0,0,6,1,0.0134,1,0,Inactive,1
PW010991,2026-04-06,BR,Desktop,934,Low,31,0,0,1,1,78.79,55.0,-1.0,-0.0964,1,0,0,1,0.0026,1,0,Inactive,1
PW004895,2026-02-02,BR,Mobile,545,Medium,12,3,6,7,3,174.85,27.61,0.0,0.0825,1,0,4,1,0.4235,0,3,Active,1
PW021251,2026-05-04,BR,Desktop,1369,Low,1,0,0,2,1,24.58,33.29,-1.0,-0.289,0,0,0,1,0.1311,0,1,Active,0
PW011607,2026-08-03,CR,Mobile,1237,Low,5,0,1,3,1,41.53,42.06,0.0,0.0991,0,0,8,2,0.763,0,1,Active,0
PW027530,2026-06-01,BR,Mobile,559,Low,22,0,0,2,1,46.41,55.05,-1.0,0.1612,0,0,0,1,0.0077,0,1,Active,0
PW019256,2026-07-06,BR,Mobile,1231,Low,24,0,1,6,1,52.55,68.95,0.0,0.3839,1,0,8,2,0.4306,0,3,Active,0
PW029181,2026-07-06,BR,Mobile,436,Low,2,0,0,1,1,29.32,27.26,-1.0,-0.3808,0,0,3,1,0.4895,0,3,Active,0
PW013896,2026-07-06,US,Mobile,557,Medium,16,0,1,6,1,32.11,39.86,0.0,0.2499,2,0,4,3,0.1324,0,3,Active,0
PW014143,2026-03-02,US,Mobile,682,Low,2,0,0,1,1,33.37,38.26,-1.0,0.1099,0,0,0,1,0.345,0,2,Active,0
PW020068,2026-07-06,CR,Desktop,1951,High,24,0,2,5,1,356.64,160.39,-0.3333,-0.1084,2,3,5,3,0.119,1,0,Inactive,1
PW020346,2026-07-06,US,Desktop,1471,Low,5,0,0,1,1,77.88,104.31,-1.0,0.1223,0,0,4,1,0.6971,0,3,Active,0
PW002602,2026-07-06,MX,Mobile,368,Medium,17,1,1,2,1,125.38,140.13,0.0,0.0064,0,0,2,1,0.0398,1,0,Inactive,1
PW027155,2026-04-06,MX,Mobile,376,Low,25,0,1,2,1,46.14,54.7,0.0,-0.0802,1,0,0,1,0.0479,1,0,Inactive,1
PW005639,2026-05-04,BR,Mobile,524,Medium,10,0,0,1,1,109.22,113.28,-1.0,-0.3764,0,2,3,1,0.4626,1,0,Inactive,0
PW008629,2026-01-05,US,Mobile,1080,Low,8,1,2,3,2,58.08,25.37,0.0,0.0824,1,1,5,1,0.3276,0,2,Active,0
PW002375,2026-07-06,CR,Mobile,1565,High,3,0,5,6,5,738.64,132.27,-0.4444,0.1668,0,1,6,2,0.7407,0,1,Active,0
PW024553,2026-02-02,BR,Desktop,1399,Low,5,0,2,5,2,51.37,18.85,0.0,0.0289,0,0,8,3,0.8906,0,1,Active,0
PW017105,2026-08-03,US,Mobile,1582,Medium,14,0,0,2,1,48.25,45.99,-1.0,0.2465,0,0,4,1,0.2496,1,0,Inactive,1
PW000837,2026-02-02,US,Desktop,1475,Medium,18,0,3,5,3,142.3,49.41,0.0,-0.158,0,0,8,1,0.6371,0,1,Active,0
PW010507,2026-07-06,CR,Mobile,1661,Medium,12,0,1,1,1,48.21,55.72,0.0,0.0611,0,1,1,2,0.1766,0,1,Active,1
PW022446,2026-01-05,US,Mobile,1422,Low,10,0,0,2,1,67.19,63.34,-1.0,-0.4292,0,0,1,2,0.2441,0,2,Active,0
PW007214,2026-08-03,BR,Mobile,598,Medium,25,0,0,2,1,27.71,29.29,-1.0,-0.3892,0,1,2,1,0.0224,0,1,Active,0
PW000388,2026-04-06,US,Mobile,1124,Low,26,0,0,2,1,28.76,22.3,-1.0,-0.4293,0,0,0,1,0.0183,1,0,Inactive,1
PW017444,2026-06-01,US,Mobile,1094,Medium,17,0,1,3,1,25.32,30.25,-0.5,0.048,0,1,2,1,0.0817,1,0,Inactive,0
PW009643,2026-03-02,US,Mobile,282,Low,14,0,2,3,2,54.95,24.63,0.0,-0.0579,0,0,6,1,0.6165,0,2,Active,0
PW019262,2026-05-04,MX,Mobile,1429,Medium,6,2,3,7,1,201.07,63.96,0.5,0.0769,0,1,7,2,0.9556,0,1,Active,0
PW024460,2026-04-06,MX,Mobile,1813,High,22,2,6,6,6,516.27,79.06,0.0,-0.3958,1,0,9,3,0.7962,0,3,Active,0
PW005628,2026-03-02,CR,Desktop,1626,High,13,0,3,4,2,438.13,141.48,0.0,-0.3746,2,0,10,1,0.4915,0,4,Active,0
PW005885,2026-04-06,US,Desktop,1797,Medium,23,0,1,4,1,88.33,93.68,-0.5,-0.5823,0,0,0,1,,1,0,Inactive,1
PW008398,2026-07-06,US,Mobile,1545,High,18,0,4,5,3,638.09,142.06,0.0,-0.0658,2,0,8,2,0.8063,0,5,Active,0
PW028562,2026-01-05,US,Desktop,822,Medium,6,3,3,5,3,195.82,66.29,0.0,0.2983,1,0,10,3,0.8692,0,2,Active,0
PW004896,2026-05-04,US,Desktop,598,Medium,2,0,3,6,3,552.59,147.12,0.5,0.2313,1,0,10,2,,0,3,Active,1
PW002131,2026-06-01,BR,Desktop,1802,Low,14,2,3,4,3,121.16,48.92,0.0,-0.1771,0,0,7,3,0.5993,1,0,Inactive,1
PW025578,2026-02-02,CR,Mobile,736,Medium,13,0,3,6,2,261.25,85.49,-0.25,0.1071,2,0,7,3,0.4787,0,3,Active,0
PW010854,2026-01-05,MX,Mobile,233,Medium,47,0,1,1,1,124.98,95.08,0.0,0.014,0,2,0,2,0.0035,1,0,Inactive,1
PW023862,2026-06-01,US,Desktop,1100,Medium,14,0,3,6,3,397.83,107.98,0.0,0.2049,0,0,9,2,0.5311,0,3,Active,0
PW009591,2026-01-05,US,Desktop,459,Medium,11,0,3,6,3,100.03,35.63,-0.25,-0.0169,0,0,5,1,0.4634,0,5,Active,0
PW011700,2026-06-01,US,Mobile,968,Medium,10,1,3,6,3,92.36,43.99,0.0,-0.0356,1,0,10,4,0.71,0,2,Active,0
PW006616,2026-03-02,US,Mobile,1851,Medium,11,0,2,3,2,39.32,20.27,-0.3333,-0.2734,0,0,4,2,,0,1,Active,0
PW025130,2026-07-06,MX,Mobile,423,Low,26,0,0,1,1,20.03,29.99,-1.0,-0.1741,0,1,3,1,0.1386,0,2,Active,0
PW024322,2026-02-02,US,Mobile,557,Medium,3,2,5,6,5,275.83,57.96,0.25,0.2275,0,0,3,3,0.4447,0,3,Active,0
PW010592,2026-07-06,US,Desktop,340,Medium,13,0,3,5,3,50.61,14.31,-0.25,-0.197,1,3,4,1,0.2724,0,1,Active,0
PW003079,2026-04-06,BR,Desktop,602,Low,3,0,4,5,2,70.44,19.09,0.3333,0.4344,2,0,9,3,0.882,0,4,Active,0
PW006043,2026-06-01,BR,Mobile,1887,Low,2,0,1,1,1,59.82,59.63,0.0,-0.1337,1,1,0,1,0.7804,0,3,Active,0
PW000864,2026-03-02,CR,Mobile,264,Medium,34,0,0,1,1,72.81,95.88,-1.0,-0.1224,0,1,6,1,0.0387,1,0,Inactive,0
PW001812,2026-02-02,US,Desktop,124,Medium,19,0,1,3,1,51.55,47.98,0.0,0.1452,0,0,4,1,0.3199,0,4,Active,0
PW027175,2026-02-02,BR,Mobile,943,Medium,51,0,0,4,1,44.38,38.63,-1.0,-0.1968,1,0,9,2,0.0098,1,0,Inactive,1
PW006165,2026-06-01,US,Mobile,1644,High,23,0,3,6,2,149.15,60.22,-0.25,-0.217,0,0,7,2,,0,1,Active,0
PW002323,2026-03-02,US,Mobile,1677,Medium,7,1,4,9,4,602.01,,-0.2,-0.1816,0,0,10,3,0.7155,0,4,Active,0
PW013795,2026-07-06,MX,Desktop,1927,Medium,30,0,2,3,2,288.57,127.09,0.0,-0.2055,0,0,4,2,0.1512,0,3,Active,0
PW014590,2026-06-01,MX,Mobile,270,Low,7,0,2,6,2,271.64,120.72,-0.3333,-0.4743,1,0,2,2,0.6275,0,2,Active,0
PW004138,2026-06-01,MX,Mobile,1300,Low,4,0,0,4,1,33.69,39.8,-1.0,-0.2005,0,0,0,1,0.214,0,1,Active,0
PW023657,2026-08-03,BR,Desktop,554,Low,11,0,1,3,1,72.0,80.23,0.0,-0.2389,1,0,3,1,0.2859,0,1,Active,0
PW006268,2026-04-06,BR,Desktop,1134,Low,13,0,2,5,2,52.38,23.12,0.0,0.0682,0,0,14,2,0.9603,1,0,Inactive,1
PW027374,2026-04-06,MX,Mobile,868,Medium,29,0,1,2,1,50.95,45.99,0.0,-0.069,0,0,0,2,0.0268,1,0,Inactive,1
PW026057,2026-03-02,CR,Mobile,539,Low,20,0,1,4,1,80.68,80.98,0.0,-0.1982,0,0,3,1,0.0996,0,2,Active,0
PW007266,2026-07-06,US,Mobile,1230,Medium,23,0,1,2,1,102.39,81.62,0.0,0.2044,0,1,8,2,0.2034,0,3,Active,0
PW027192,2026-04-06,MX,Mobile,650,High,2,1,5,7,5,834.79,223.67,-0.1667,0.0773,1,0,5,2,0.9443,0,5,Active,0
PW025048,2026-07-06,BR,Mobile,1028,Medium,1,0,3,4,3,230.29,57.01,-0.25,-0.1615,2,1,6,1,0.6405,0,1,Active,0
PW019672,2026-07-06,CR,Mobile,1469,Low,16,0,1,2,1,42.49,45.25,-0.5,-0.0672,0,1,0,1,0.0542,0,1,Active,0
PW009121,2026-03-02,US,Mobile,811,Medium,11,0,0,4,1,96.38,110.3,-1.0,-0.2904,0,0,2,2,0.1438,0,1,Active,0
PW029508,2026-07-06,US,Mobile,1465,Low,13,0,1,2,1,37.38,41.46,-0.5,-0.4963,0,0,0,2,0.0643,0,1,Active,1
PW006653,2026-04-06,MX,Mobile,821,Medium,15,0,1,1,1,58.43,68.13,0.0,-0.2842,0,3,1,1,0.0389,1,0,Inactive,1
PW023108,2026-08-03,US,Mobile,319,Medium,15,1,3,8,3,186.65,50.65,0.5,-0.0702,1,0,5,2,0.1879,0,1,Active,0
PW028549,2026-05-04,US,Mobile,217,Medium,35,0,0,1,1,40.98,50.05,-1.0,-0.5743,0,0,3,1,0.0081,1,0,Inactive,1
PW020929,2026-02-02,US,Mobile,957,Medium,6,0,3,8,3,363.67,102.41,0.5,0.3914,0,0,3,2,0.6035,0,1,Active,0
PW027717,2026-08-03,US,Desktop,1069,Low,6,0,0,1,1,57.01,55.64,-1.0,0.1024,0,1,7,2,0.6684,0,3,Active,0
PW005364,2026-02-02,BR,Desktop,571,Medium,22,1,6,10,5,259.46,42.08,0.2,0.0129,1,0,14,2,0.8511,0,6,Active,0
PW023428,2026-01-05,US,Mobile,720,Medium,1,1,2,4,1,129.13,55.2,0.0,,0,0,2,3,,0,2,Active,1
PW001855,2026-08-03,MX,Desktop,490,Medium,53,2,2,5,2,103.34,69.25,0.0,0.0264,0,0,5,2,0.0034,1,0,Inactive,1
PW018867,2026-01-05,US,Mobile,210,Low,10,1,6,7,6,323.47,59.07,0.0,0.1112,0,1,6,1,0.8245,0,3,Active,0
PW010503,2026-05-04,MX,Mobile,1283,Medium,18,0,2,4,2,149.87,69.42,0.0,-0.2712,1,0,0,1,0.1017,1,0,Inactive,1
PW025203,2026-07-06,US,Mobile,1956,Low,29,0,0,2,1,26.15,28.08,-1.0,,0,0,6,1,0.0538,1,0,Inactive,1
PW019264,2026-04-06,US,Desktop,1703,Medium,21,0,1,2,1,76.54,56.57,0.0,-0.2316,0,1,7,1,0.1155,0,1,Active,0
PW026641,2026-07-06,US,Desktop,979,Medium,18,0,1,3,1,30.86,22.91,0.0,-0.4206,1,1,1,1,0.1522,0,3,Active,0
PW017076,2026-05-04,US,Desktop,1118,Low,4,0,0,2,1,16.51,15.74,-1.0,-0.2947,0,0,1,1,0.4387,0,2,Active,0
PW016587,2026-02-02,US,Mobile,1431,Medium,8,4,6,11,5,432.71,59.77,0.2,0.4589,2,0,13,2,0.9777,1,0,Inactive,1
PW028820,2026-04-06,BR,Mobile,975,Medium,4,4,6,10,5,268.73,31.6,0.2,0.1875,1,2,6,1,0.5031,0,9,Active,0
PW000019,2026-01-05,US,Mobile,509,Low,36,0,0,3,1,66.7,80.19,-1.0,0.153,0,0,0,1,0.0062,1,0,Inactive,1
PW017106,2026-02-02,US,Desktop,643,Medium,19,0,2,2,2,64.68,47.16,-0.3333,0.005,1,0,1,1,0.0349,1,0,Inactive,0
PW025179,2026-06-01,BR,Mobile,1041,Low,12,1,1,2,1,41.19,29.28,0.0,-0.1108,0,0,7,3,0.6224,0,1,Active,0
PW003177,2026-06-01,US,Mobile,397,Medium,4,2,4,6,4,157.9,31.95,0.0,0.2207,1,0,6,2,0.8189,0,7,Active,0
PW010577,2026-03-02,BR,Mobile,1337,High,7,1,8,13,7,605.23,75.41,0.1429,0.2165,2,0,8,3,0.6887,0,5,Active,0
PW025548,2026-04-06,BR,Mobile,1356,Medium,13,0,3,4,2,80.96,29.36,-0.4,0.1742,1,0,6,2,0.4712,0,2,Active,0
PW029429,2026-03-02,BR,Mobile,561,High,2,2,3,6,3,250.27,83.84,0.5,0.197,1,0,6,2,0.8059,0,2,Active,0
PW000128,2026-03-02,CR,Mobile,1178,Medium,4,2,5,5,4,338.19,89.99,0.25,0.2462,0,0,7,2,0.9541,0,1,Active,0
PW025850,2026-02-02,CR,Mobile,920,Medium,7,0,1,4,1,25.53,26.55,0.0,-0.2596,2,0,7,3,0.8276,0,2,Active,0
PW018233,2026-02-02,BR,Mobile,849,Low,7,0,2,6,2,128.01,68.09,0.0,-0.2014,0,0,5,1,0.3569,0,5,Active,0
PW027250,2026-02-02,US,Mobile,1654,Low,5,1,1,1,1,127.57,127.91,0.0,0.1198,0,1,3,2,0.6342,0,1,Active,0
PW021647,2026-06-01,BR,Mobile,801,Low,9,0,0,4,1,32.82,30.7,-1.0,-0.1234,1,1,4,2,0.5063,0,1,Active,0
PW023294,2026-07-06,BR,Mobile,1826,Medium,29,0,2,6,2,95.86,40.26,-0.3333,0.073,2,1,2,1,0.2835,1,0,Inactive,0
PW023287,2026-06-01,US,Desktop,724,Medium,10,0,1,3,1,81.25,64.39,0.0,0.011,2,0,2,1,0.1754,0,6,Active,0
PW009717,2026-02-02,US,Desktop,1635,Low,4,0,1,4,1,38.39,37.1,0.0,0.0381,0,0,5,2,,0,2,Active,0
PW015279,2026-07-06,US,Mobile,905,Medium,25,0,2,6,2,98.28,48.15,0.0,0.1336,0,1,0,1,0.0512,1,0,Inactive,1
PW021903,2026-04-06,US,Mobile,625,Medium,9,0,2,3,1,161.9,78.76,0.0,0.3356,1,0,8,2,0.6914,0,2,Active,0
PW020607,2026-08-03,BR,Mobile,1143,High,6,1,6,8,6,562.62,123.66,-0.25,0.2626,1,0,8,3,,0,2,Active,0
PW009168,2026-03-02,BR,Mobile,765,Medium,12,0,3,4,2,120.4,53.71,-0.5,0.0248,1,2,5,1,0.0257,0,1,Active,0
PW011701,2026-05-04,CR,Mobile,1333,Low,23,0,3,3,2,59.99,22.47,-0.4,-0.0473,0,0,0,1,0.0338,0,3,Active,1
PW014413,2026-03-02,MX,Mobile,698,Medium,13,0,0,1,1,29.88,33.45,-1.0,-0.1168,1,0,9,2,0.4052,1,0,Inactive,1
PW015421,2026-06-01,CR,Mobile,320,Medium,22,0,0,1,1,81.11,87.77,-1.0,-0.196,0,0,1,2,0.0321,0,1,Active,0
PW006150,2026-04-06,US,Desktop,1857,Medium,10,0,0,3,1,39.27,43.29,-1.0,-0.1003,0,1,0,1,,0,1,Active,1
PW009695,2026-08-03,CR,Desktop,759,Medium,2,1,2,6,2,128.86,71.21,0.0,-0.3332,0,0,5,2,0.8149,0,5,Active,0
PW011597,2026-07-06,US,Desktop,1442,Medium,6,0,0,1,1,93.75,83.07,-1.0,-0.3832,0,0,0,1,0.0169,0,1,Active,0
PW007257,2026-06-01,BR,Desktop,1462,High,35,0,2,5,2,355.73,167.56,-0.3333,-0.1855,0,2,0,1,0.0288,1,0,Inactive,1
PW029312,2026-08-03,BR,Mobile,664,Low,19,0,1,5,1,25.45,28.59,0.0,-0.1811,2,1,10,1,0.6436,0,1,Active,0
PW001996,2026-06-01,MX,Mobile,487,Low,21,0,1,4,1,78.54,65.72,0.0,0.1306,0,0,5,2,0.2194,0,1,Active,0
PW005744,2026-08-03,BR,Mobile,1552,Medium,12,1,3,6,2,237.63,89.47,-0.25,0.2056,0,0,3,2,0.1739,1,0,Inactive,0
PW006751,2026-04-06,BR,Mobile,362,Low,7,0,0,3,1,44.97,51.29,-1.0,-0.4145,0,0,4,1,0.1659,0,1,Active,0
PW011065,2026-07-06,MX,Mobile,1609,Low,13,0,1,2,1,27.12,28.77,0.0,0.1903,0,1,4,2,0.5667,0,1,Active,0
PW028261,2026-03-02,BR,Mobile,893,Medium,32,0,2,6,1,83.51,49.1,0.0,0.3233,0,0,3,2,0.0671,1,0,Inactive,1
PW018372,2026-03-02,US,Desktop,470,Low,13,1,1,3,1,48.04,53.93,0.0,-0.0203,0,0,6,1,0.4186,0,2,Active,0
